1	-1151.06
1	538.494
1	-401.557
1	693.854
1	-959.938
1	-1258.77
1	-346.981
1	-994.505
1	-1546.61
1	-400.185
1	-1249.47
1	-930.047
1	-339.162
1	-64.2595
1	-3.4502
1	-1135.95
1	-77.855
1	-1200.6
1	-336.727
1	-920.348
1	-650.002
1	-286.086
1	-368.512
1	-634.258
1	-1009.33
1	-1083.44
1	-523.988
1	-555.838
1	-579.57
1	-1734.77
1	-1761.1
1	-770.316
1	-770.879
1	-631.152
1	-899.977
1	-658.138
1	-348.8
1	-838.876
1	-807.725
1	-1180.18
1	-713.002
1	-1336.73
1	-167.121
1	-630.331
1	-1048.05
1	-906.138
1	-911.162
1	-855.308
1	-504.928
1	-812.007
1	-1364
1	-570.439
1	-892.071
1	-1534.57
1	-912.146
1	-490.77
1	-190.967
1	360.986
1	-1442.29
1	-1184.27
1	-400.054
1	-582.876
1	-865.015
1	-649.522
1	-856.44
1	-335.454
1	-1189.42
1	-1145.94
1	-897.548
1	-1270.82
1	-956.53
1	171.095
1	-1367.36
1	-169.274
1	-332.946
1	-989.208
1	-298.378
1	-533.205
1	-1059.83
1	-1374.62
1	-510.583
1	-603.702
1	-691.32
1	-386.844
1	-145.628
1	-518.637
1	-321.321
1	-676.048
1	-803.052
1	-877.258
1	-552.421
1	-316.439
1	-2032.07
1	-600.419
1	-808.722
1	-851.838
1	-839.96
1	-523.639
1	-3054.7
1	-182.73
1	-518.492
1	-322.561
1	-497.694
1	-490.089
1	29.1785
1	-414.993
1	-587.865
1	-116.554
1	-682.275
1	-684.007
1	-1601.77
1	-330.874
1	-1734.12
1	164.711
1	-248.516
1	-1158.11
1	-1145.56
1	-1158.66
1	-128.189
1	-226.752
1	-709.962
1	-308.836
1	-1278.25
1	-1157.89
1	-361.296
1	-833.997
1	-1922.79
1	-426.013
1	-719.204
1	-377.887
1	-743.405
1	-631.059
1	-1077.63
1	-566.595
1	-749.133
1	-728.911
1	-676.925
1	-620.232
1	-384.318
1	-472.515
1	-101.022
1	-722.185
1	-451.161
1	-275.224
1	-566.822
1	-346.592
1	-510.953
1	-839.97
1	-1340.39
1	-395.904
1	-2651.49
1	-338.166
1	-840.464
1	-130.588
1	-1271.07
1	-593.722
1	-392.675
1	-102.414
1	-1030.03
1	-223.474
1	-663.404
1	560.476
1	-804.268
1	-639.856
1	83.0598
1	673.069
1	279.492
1	-528.084
1	-1678.05
1	-413.574
1	-1214.7
1	-1830.56
1	-755.198
1	-786.874
1	98.3181
1	-1118.23
1	-180.123
1	-575.783
1	-575.442
1	-794.843
1	-1147.5
1	-1137.18
1	-579.287
1	-464.765
1	-1013.48
1	-1007.17
1	-257.106
1	-2470.59
1	-397.847
1	-1365.07
1	-954.627
1	-790.98
1	-533.13
1	-889.186
1	-160.16
1	-410.869
1	-1483.55
1	-287.317
1	-605.532
1	-366.353
1	-684.687
1	-1731.92
1	-1003.78
1	115.988
1	-948.707
1	-437.203
1	-1306.13
1	-936.81
1	-481.474
1	-699.498
1	-783.349
1	-56.4541
1	-173.756
1	-282.04
1	-60.9636
1	-47.0942
1	-310.732
1	-1270.04
1	-741.309
1	-1068.93
1	-448.223
1	-1652.02
1	-1092.29
1	-2259.05
1	-358.961
1	-427.257
1	-477.629
1	-0.162109
1	-88.2388
1	-780.302
1	-565.223
1	-532.728
1	-268.369
1	-72.0017
1	-568.909
1	-784.986
1	-1019.27
1	-597.085
1	-1498.2
1	-246.901
1	-681.639
1	-59.0864
1	-992.861
1	-674.719
1	-818.253
1	-936.451
1	-1223.36
1	129.588
1	-1038.2
1	-313.377
1	-578.389
1	-480.687
1	-272.72
1	-1008.24
1	-358.135
1	-907.292
1	-870.467
1	-334.256
1	-514.794
1	-1006.32
1	-364.596
1	-605.333
1	-1247.78
1	-799.324
1	-1018.83
1	-537.629
1	-122.798
1	-445.557
1	-914.203
1	-703.46
1	-580.606
1	-717.359
1	-48.0408
1	-719.566
1	-1438.56
1	-325.904
1	-1329.58
1	-467.768
1	-595.797
1	-925.328
1	-837.362
1	-1643.74
1	-761.347
1	-1131.77
1	-470.426
1	-253.147
1	-160.679
1	-822.094
1	-1154.22
1	-287.218
1	-562.82
1	-892.322
1	-337.234
1	-854.724
1	-87.7992
1	-299.86
1	1067.11
1	-791.32
1	359.069
1	685.298
0	-848.997
0	-2510.95
0	-1877.89
0	-2559.93
0	-1383.73
0	-1871.42
0	-1973.98
0	-1333.17
0	-3629.18
0	-2224.77
0	-2428.08
0	-2305.74
0	-2154.02
0	-2466.07
0	-2109.92
0	-2861.69
0	-1901.24
0	-2227.92
0	-4771.61
0	-1424.22
0	-1038.15
0	-2328.23
0	-3461.92
0	-4210.64
0	-1716.09
0	-2245.82
0	-2360.51
0	-2578.96
0	-2627.33
0	-1034.24
0	-1980.81
0	-3684.88
0	-3016.79
0	-1584.42
0	-2765.94
0	-3896.83
0	-2038.12
0	-1885.3
0	-2347.24
0	-1533.14
0	-1950.53
0	-1582.51
0	-2840.31
0	-2216.5
0	-1679.82
0	-2057.84
0	-3519.47
0	-2028.78
0	-2188.7
0	-2110.18
0	-3068.65
0	-2670.22
0	-1538.68
0	-2163.47
0	-2853.97
0	-3482.12
0	-2948.75
0	-2068.04
0	-2037.13
0	-1694.48
0	-1847.48
0	-2102.77
0	-1939.18
0	-1714.78
0	-1459.88
0	-1988.85
0	-2310.58
0	-2713.33
0	-1618.44
0	-3843.42
0	-2854.6
0	-2818.9
0	-1480.97
0	-2272.57
0	-2967.05
0	-2803.94
0	-2189.5
0	-3370.34
0	-2735.47
0	-1616.24
0	-1053.31
0	-1877.17
0	-1959.96
0	-1472.94
0	-1020.59
0	-2004.01
0	-3839.43
0	-2181.95
0	-1156.01
0	-1492
0	-2124.73
0	-1448.1
0	-1513.55
0	-1844.42
0	-2140.48
0	-1897.41
0	-2123.38
0	-1944.49
0	-1654.23
0	-2494.12
0	-2589.72
0	-1199.96
0	-1896.15
0	-2490.51
0	-2658.48
0	-2074.5
0	-2709.47
0	-1798.8
0	-2132.73
0	-1582.22
0	-2019.59
0	-1677.9
0	-1956.86
0	-3482.4
0	-3168.75
0	-2093.84
0	-1296.3
0	-2988.73
0	-2802
0	-2479.57
0	-704.81
0	-2531.26
0	-1927.62
0	-1584.51
0	-2269.84
0	-1463.71
0	-1440.05
0	-1498.52
0	-2667.55
0	-2101.81
0	-2023.41
0	-2725.97
0	-2216.12
0	-3070.91
0	-1457.27
0	-2185.77
0	-1851.9
0	-1302.25
0	-1845.85
0	-2088.65
0	-2146.46
0	-3595.34
0	-2743.43
0	-3030.82
0	-1437.43
0	-1412.09
0	-2395.86
0	-3421.46
0	-2296.85
0	-2747.45
0	-2878.42
0	-4155.01
0	-1959.07
0	-1634.42
0	-2385.79
0	-3442.91
0	-1370.83
0	-2480.34
0	-2009.53
0	-3222.37
0	-1493.79
0	-2437.82
0	-2693.87
0	-2310.42
0	-3572.71
0	-2167.04
0	-1812.35
0	-1406.15
0	-1504.45
0	-1620.43
0	-2318.77
0	-2328.68
0	-2732.19
0	-2125.53
0	-1145.13
0	-2155.58
0	-1809.19
0	-3501.76
0	-3887.65
0	-2289.85
0	-3456.73
0	-1450.46
0	-2316.83
0	-2007.23
0	-2224.23
0	-1993.67
0	-933.485
0	-1589.47
0	-2031.43
0	-2576.09
0	-2372.56
0	-1470.38
0	-2184.95
0	-2480.13
0	-2435.18
0	-1992.41
0	-1821.62
0	-3056.28
0	-3103.51
0	-1711.46
0	-1658.78
0	-2220.71
0	-959.652
0	-2417.79
0	-1630.18
0	-1339.5
0	-1390.08
0	-3389.54
0	-1945.55
0	-1805.7
0	-3509.52
0	-1932.4
0	-2059.16
0	-3160.57
0	-2036.17
0	-1552.89
0	-1359.68
0	-3803.43
0	-1798.1
0	-1938.71
0	-5105.87
0	-3890.97
0	-2927.95
0	-2248.03
0	-2491.41
0	-2517.31
0	-1682.08
0	-2160.32
0	-2465.47
0	-1682.81
0	-1776.6
0	-1276.4
0	-1198.9
0	-1438.16
0	-2308.94
0	-2180.99
0	-2252.22
0	-2366.4
0	-2870.14
0	-2190.07
0	-3151.23
0	-2360.7
0	-1868.62
0	-1780.22
0	-2211.65
0	-1994.13
0	-1774.21
0	-2140.1
0	-1634.52
0	-1415.41
0	-1028.86
0	-3147.41
0	-1867
0	-2033.46
0	-2162.89
0	-2663.3
0	-1645.29
0	-1637.49
0	-1870.74
0	-2189.37
0	-3174.56
0	-2084.48
0	-4555.33
0	-2626.57
0	-2573.33
0	-1745.22
0	-1338.24
0	-1812.4
0	-2103.56
0	-2573.55
0	-1746.48
0	-2303.81
0	-2462.3
0	-1677.84
0	-2563.5
0	-2485.55
0	-1550.89
0	-1270.08
0	-1322.76
0	-1905.87
0	-2513.08
0	-2583.7
0	-2164.64
0	-1483.58
0	-1634.07
0	-2107.25
0	-2554.11
0	-1269.58
0	-1476.83
0	-1462.2
0	-2763.89
0	-1010.44
0	-1651.29
0	-1923.23
0	-1684.84
0	-1666.47
0	-2263.49
0	-3068.05
0	-1826.6
0	-3041.75
1	-278.682
1	-680.124
1	-302.806
1	-347.442
1	-732.133
1	-1876.76
1	-273.569
1	-766.418
1	-644.342
1	-285.292
